Symbol_v85	4|CRko|sg_hCHUK_1|CHUK	4|CRko|sg_hCHUK_2|CHUK	4|CRko|sg_hCHUK_3|CHUK	4|CRko|sg_hCHUK_4|CHUK	4|CRko|sg_hCHUK_5|CHUK	4|CRko|sg_hCHUK_6|CHUK	4|CRko|sg_hCHUK_8|CHUK	4|CRko|sg_hIKBKG_1|IKBKG	4|CRko|sg_hIKBKG_2|IKBKG	4|CRko|sg_hIKBKG_3|IKBKG	4|CRko|sg_hIKBKG_4|IKBKG	4|CRko|sg_hIKBKG_5|IKBKG	4|CRko|sg_hIKBKG_6|IKBKG	4|CRko|sg_hIKBKG_7|IKBKG	4|CRko|sg_hIKBKG_8|IKBKG	4|CRko|sg_hRELA_1|RELA	4|CRko|sg_hRELA_2|RELA	4|CRko|sg_hRELA_3|RELA	4|CRko|sg_hRELA_4|RELA	4|CRko|sg_hRELA_5|RELA	4|CRko|sg_hRELA_6|RELA	4|CRko|sg_hRELA_7|RELA	4|CRko|sg_hRELA_8|RELA	4|CRko|sg_hSMPD1_1|SMPD1	4|CRko|sg_hSMPD1_2|SMPD1	4|CRko|sg_hSMPD1_3|SMPD1	4|CRko|sg_hSMPD1_4|SMPD1	4|CRko|sg_hSMPD1_5|SMPD1	4|CRko|sg_hSMPD1_6|SMPD1	4|CRko|sg_hSMPD1_7|SMPD1	4|CRko|sg_hSMPD1_8|SMPD1	4|CRko|sg_hTAB1_1|TAB1	4|CRko|sg_hTAB1_2|TAB1	4|CRko|sg_hTAB1_3|TAB1	4|CRko|sg_hTAB1_4|TAB1	4|CRko|sg_hTAB1_5|TAB1	4|CRko|sg_hTAB1_6|TAB1	4|CRko|sg_hTAB1_7|TAB1	4|CRko|sg_hTAB1_8|TAB1	4|CRko|sg_hACTG1_1|ACTG1	4|CRko|sg_hACTG1_2|ACTG1	4|CRko|sg_hACTG1_3|ACTG1	4|CRko|sg_hACTG1_4|ACTG1	4|CRko|sg_hACTG1_5|ACTG1	4|CRko|sg_hACTG1_6|ACTG1	4|CRko|sg_hACTG1_7|ACTG1	4|CRko|sg_hACTG1_8|ACTG1	2|CRko|sg_hALAS1-INTRON_1|ALAS1-INTRON	4|CRko|sg_hTNFRSF1A_1|TNFRSF1A	4|CRko|sg_hTNFRSF1A_2|TNFRSF1A	4|CRko|sg_hTNFRSF1A_3|TNFRSF1A	4|CRko|sg_hTNFRSF1A_4|TNFRSF1A	4|CRko|sg_hTNFRSF1A_5|TNFRSF1A	4|CRko|sg_hTNFRSF1A_6|TNFRSF1A	4|CRko|sg_hTNFRSF1A_7|TNFRSF1A	4|CRko|sg_hTNFRSF1A_8|TNFRSF1A	2|CRko|sg_hDMD-INTRON_1|DMD-INTRON	2|CRko|sg_hREEP5-INTRON_1|REEP5-INTRON	2|CRko|sg_hCHAT-INTRON_1|CHAT-INTRON	1|CRko|sg_Neg_Control_Human_GA_0485|Neg_Control_Human
IL1RAP	24.9847	24.6702	23.9466	22.3232	20.182000000000002	20.7855	15.1093	18.8142	23.875300000000003	19.849800000000002	18.470200000000002	14.1467	15.9552	20.8206	15.375300000000001	23.127	0.0	18.168999999999997	19.012500000000003	13.502	14.9788	17.9285	11.5367	15.8275	12.4131	14.0148	16.9844	16.8342	19.3719	16.3623	14.616299999999999	14.815	13.5159	18.5188	9.604180000000001	13.4905	2.99286	16.6163	16.265	11.7826	9.294500000000001	13.4926	16.8094	17.932100000000002	16.5805	17.4474	16.3401	20.9012	14.3547	20.2511	18.927500000000002	19.1126	23.7509	15.1907	19.875	21.2517	19.2434	16.5911	18.3968	14.448500000000001
IL11RA	9.331650000000002	8.58888	7.802829999999999	11.1616	8.40916	12.060699999999999	9.92254	10.3803	9.60502	12.1189	14.636800000000001	12.9678	10.2113	9.090679999999999	12.1572	10.5836	0.0	10.0336	8.70454	13.0092	14.9788	13.3649	11.8863	9.620650000000001	26.2054	11.7851	10.027000000000001	10.2876	9.84736	15.5101	10.4991	9.481620000000001	10.4139	10.541500000000001	26.307100000000002	9.55577	10.475	9.603919999999999	14.0964	16.4204	16.128700000000002	15.0849	10.5312	10.556299999999998	10.1326	10.942599999999999	11.3638	8.72797	14.9528	16.770500000000002	16.1515	15.7321	15.299000000000001	13.302299999999999	15.0	13.7511	9.83764	10.3695	8.4722	13.7605
IL27RA	9.331650000000002	12.243699999999999	11.838799999999999	12.6641	11.0253	13.3438	9.02049	11.3534	10.4283	10.8652	11.1518	11.7889	10.2113	11.143400000000002	16.448	12.3475	0.0	10.0336	11.7588	9.26413	12.2554	12.061	13.9839	13.9655	11.0338	15.288799999999998	14.5289	19.1723	15.497499999999999	11.2491	12.763599999999999	10.9631	16.618	13.1056	13.362300000000001	12.6473	2.99286	15.701699999999999	13.1669	10.654499999999999	10.6613	12.4031	15.1892	14.954699999999999	13.5868	17.1434	13.889100000000001	16.9966	8.37356	9.80914	12.870700000000001	12.8717	12.5174	13.8479	13.6875	12.969800000000001	11.3253	17.0625	17.549599999999998	12.3845
IL17RB	8.127569999999999	5.84774	7.26471	6.22473	7.287940000000001	10.2644	5.86332	5.5145100000000005	8.78173	6.26837	8.01538	7.46633	7.020289999999999	9.090679999999999	5.721030000000001	4.31182	0.0	6.2371300000000005	6.26116	7.687260000000001	8.17027	6.51946	9.08954	8.37928	6.55135	10.829600000000001	9.6177	8.65091	8.71733	10.3969	8.23455	8.000119999999999	7.53347	8.26224	8.76904	7.30735	7.48215	8.384379999999998	9.139399999999998	6.8940600000000005	10.388	8.79951	7.59462	6.699179999999999	6.8318	7.84221	7.42731	6.66082	6.28017	9.49272	7.94954	8.58115	6.6331299999999995	7.679270000000001	8.25001	6.016109999999999	5.47069	7.44716	9.92458	11.1804
IL17RD	7.2245	6.213229999999999	6.18846	6.43937	8.03542	8.468160000000001	9.47151	11.029	4.6653	8.98467	6.6213999999999995	10.610100000000001	7.658499999999999	8.50419	10.0118	7.0557099999999995	0.0	6.2371300000000005	7.17742	8.08148	8.44261	10.1052	9.43914	4.03447	5.51692	11.1481	8.38991	9.81995	5.65012	8.69246	7.61696	7.407509999999999	8.419759999999998	8.832049999999999	6.68117	5.33999	16.4607	7.92705	8.82959	10.654499999999999	7.10756	8.883310000000002	6.98705	6.29317	5.91066	8.57171	6.01612	6.2014499999999995	5.98111	11.0748	4.7949600000000006	8.9712	5.88423	6.67215	6.37501	5.54732	5.47069	4.80766	3.87301	10.148399999999999
IL23A	6.321440000000001	4.93403	7.26471	4.29292	6.72733	7.18511	7.2163900000000005	6.163270000000001	3.29315	5.850479999999999	4.53043	5.50151	3.1910399999999997	6.7447	9.65424	8.03566	0.0	10.124	6.56658	9.5598	7.625579999999999	12.061	8.39034	12.7241	13.792300000000001	8.59996	12.277899999999999	8.88472	9.84736	12.9535	9.88147	7.11121	9.08448	8.547139999999999	9.604180000000001	9.83682	1.49643	6.85994	10.0688	18.802	10.934700000000001	10.727	9.72111	8.99991	10.516399999999999	9.605179999999999	9.80405	11.9435	4.48584	3.4806600000000003	5.42588	5.72077	4.814369999999999	4.1123899999999995	4.87501	3.6721700000000004	3.98304	11.0293	11.1349	9.46035
IL18R1	14.449	12.4265	8.0719	7.72725	6.54046	6.158659999999999	7.66742	6.81204	7.13516	5.850479999999999	5.57591	7.073370000000001	7.33939	11.729899999999999	7.50886	8.62364	0.0	7.59302	6.71929	7.982920000000001	3.5404500000000003	7.49738	7.69115	10.862	6.55135	7.64441	7.16211	8.65091	12.5917	9.7151	9.05801	6.22231	10.6355	7.977329999999999	4.17573	9.83682	1.49643	10.9759	7.12563	5.3899	9.02114	9.302340000000001	9.113539999999999	9.202910000000001	9.595220000000001	9.118839999999999	9.58123	11.024799999999999	8.37356	5.06278	5.930610000000001	7.41099	6.8471	6.71411	6.5625100000000005	6.95368	5.27873	9.521049999999999	11.8611	7.22427
IL2RG	2.40817	1.46194	1.0762500000000002	0.858583	1.68183	2.82272	2.70615	2.91945	1.09772	0.0	1.39398	2.75075	0.0	0.586496	6.43616	0.783967	0.0	1.71747	1.52711	6.997380000000001	0.817027	4.56362	0.699195	4.9655000000000005	21.0333	6.68886	6.7528500000000005	5.3775900000000005	4.0358	9.374220000000001	5.35246	9.185319999999999	8.19819	5.9830000000000005	24.6368	7.30735	8.97858	5.94529	9.60411	19.6794	10.6613	8.045259999999999	7.3920900000000005	7.308199999999999	9.748750000000001	8.267750000000001	8.98705	4.1343000000000005	1.19622	0.949272	0.252367	0.39005199999999995	0.855887	0.839264	1.40625	0.312525	0.62385	5.656070000000001	6.777760000000001	7.0522599999999995
IL7R	1.80613	0.91371	2.15251	1.28787	2.05557	2.82272	2.02961	3.5682099999999997	0.823287	1.04473	1.04548	0.78593	0.638208	0.586496	5.36347	2.15591	0.0	3.07337	2.7487999999999997	4.9277299999999995	2.9957599999999998	2.93376	1.39839	8.68962	9.309809999999999	6.37034	4.5019	7.24806	6.618720000000001	10.056	5.76419	4.44451	3.76674	3.7037600000000004	7.93389	2.24842	4.48929	2.89642	6.35111	14.5402	12.574900000000001	8.6319	9.41732	8.12022	9.51846	9.118839999999999	11.7352	7.12019	0.299056	0.316424	0.504733	1.43019	0.6419159999999999	0.587485	0.843751	0.156263	0.815804	7.3528899999999995	8.59323	7.0522599999999995
IL18BP	11.1378	12.243699999999999	10.2244	12.4495	7.6616800000000005	10.0078	9.47151	13.299700000000001	12.0749	12.9546	14.9853	12.181899999999999	10.2113	7.62444	10.0118	9.79959	0.0	10.9376	8.55182	10.841	6.26387	7.49738	4.54477	7.44825	11.0338	7.3259	6.34359	7.715669999999999	11.7845	12.2717	11.1166	7.70382	8.419759999999998	10.256599999999999	4.17573	10.1179	2.99286	9.146590000000002	7.43544	6.016629999999999	10.1146	8.79951	11.5438	9.94727	10.2093	11.3074	11.6609	5.74209	8.672609999999999	15.1883	11.3565	10.141399999999999	11.1265	6.92393	9.46876	8.438180000000001	11.4213	10.7465	11.619	6.19223
IL12A	9.93369	10.2336	6.99564	9.01512	10.4647	6.671889999999999	10.1481	10.0559	7.684019999999999	9.820450000000001	6.96989	8.25226	7.020289999999999	6.7447	10.369399999999999	11.3675	0.0	7.773810000000001	9.84987	7.49015	7.625579999999999	8.14932	9.43914	6.82756	7.58577	7.3259	9.41306	9.35233	7.910170000000001	8.69246	9.46974	8.88902	6.42561	5.9830000000000005	5.84602	5.058940000000001	4.48929	8.23193	5.576580000000001	6.76871	7.10756	8.129069999999999	7.9996599999999995	6.96985	7.829700000000001	7.53824	7.05595	10.5654	5.383	2.84781	7.31863	6.76091	7.809969999999999	6.71411	6.93751	7.1099499999999995	7.63017	6.69302	6.777760000000001	5.8482199999999995
IL1A	5.41838	4.02032	7.26471	4.93685	4.29802	5.90205	7.66742	4.2169799999999995	3.01872	5.6415299999999995	4.18194	3.5366799999999996	2.87194	4.98521	8.22398	4.703799999999999	0.0	6.68909	4.504980000000001	5.4205	5.1745	5.86751	4.54477	10.551699999999999	7.93058	7.00738	6.34359	5.1437800000000005	5.16583	6.47673	5.76419	5.333410000000001	4.209879999999999	6.55281	7.51632	5.058940000000001	5.98572	3.20131	6.35111	8.147519999999998	4.37388	7.62624	6.075690000000001	8.32322	7.29237	8.20696	7.204490000000001	4.8233500000000005	2.6915	1.2657	2.1451200000000004	2.08028	2.99561	2.47583	2.71875	2.34394	3.45517	5.18473	5.44641	5.67621
IL15	4.81634	2.37565	4.57408	3.0050399999999997	4.67176	3.0793299999999997	2.48063	4.54136	2.46986	4.17891	3.48495	3.9296499999999996	3.51014	3.22573	3.93321	3.33186	0.0	5.33319	4.504980000000001	6.997380000000001	5.446840000000001	4.56362	5.59356	9.620650000000001	4.82731	5.41479	5.93432	3.50712	4.0358	4.60189	4.32314	5.03711	4.209879999999999	3.41886	8.35146	3.65368	5.98572	3.81108	3.8726300000000005	7.64613	5.74072	5.61492	5.16434	5.41348	4.14514	5.3497200000000005	5.19912	4.1343000000000005	4.48584	4.74636	4.668780000000001	5.59075	4.17245	3.6927600000000003	3.375	3.12525	3.59914	4.7133899999999995	3.75197	5.3322
IL17RC	6.02042	5.48226	4.03595	3.64898	4.29802	6.671889999999999	4.51024	4.86574	5.21415	4.80575	6.6213999999999995	7.46633	6.06298	4.98521	4.29077	4.8998	0.0	4.42926	4.42862	5.12484	3.8127899999999997	5.5415399999999995	2.44718	4.6551599999999995	5.51692	5.7333099999999995	4.092639999999999	4.20855	5.00439	5.28365	5.1466	5.926010000000001	6.2040299999999995	4.55848	2.92301	4.77788	4.48929	3.50619	4.33734	4.38713	2.73368	4.44166	5.06308	3.78944	4.605709999999999	4.25546	3.93648	3.67494	4.18678	3.4806600000000003	3.65931	4.29057	4.49341	4.23828	4.03125	3.4377799999999996	3.1192499999999996	3.58218	3.26785	5.3322
IL17D	3.01021	3.83758	2.9596999999999998	1.71717	2.42931	1.53967	3.1571700000000003	3.5682099999999997	1.37215	1.67157	4.18194	3.9296499999999996	2.23373	2.05273	2.14539	2.15591	0.0	1.80786	2.1379599999999996	2.66097	3.5404500000000003	3.25973	4.19517	2.4827500000000002	3.44808	4.14072	2.86485	3.03951	3.0672099999999998	3.2383699999999997	2.67623	2.3704	3.10202	3.7037600000000004	2.50544	2.5294700000000003	1.49643	2.59153	4.64715	3.0083200000000003	1.36684	2.43034	2.12649	2.50373	2.2260899999999997	2.6748600000000002	2.30247	4.1343000000000005	1.49528	1.2657	2.90221	2.86038	3.42355	3.52491	2.34375	3.51591	1.6796	2.54523	2.54166	3.61213
IL12RB2	1.5051100000000002	1.82742	2.69063	2.14646	2.05557	1.28306	2.25512	1.62191	1.37215	0.8357829999999999	3.48495	2.35779	0.638208	2.05273	2.50295	3.1358699999999997	0.0	2.07904	1.52711	2.06965	1.9064	2.28181	3.8455699999999995	2.7930900000000003	1.72404	2.54814	3.06948	2.33808	1.93719	2.55661	1.44105	1.4814999999999998	1.32944	1.70943	2.50544	1.68631	0.0	2.59153	4.33734	2.50693	1.36684	2.51414	2.22775	1.9623900000000003	1.76552	2.24931	2.15392	2.0671500000000003	1.79433	0.632848	2.52367	1.69023	2.03273	2.34994	1.5	1.79702	2.01552	1.50829	2.1785699999999997	3.44013
IL17C	1.80613	0.7309680000000001	0.538127	0.643937	0.0	0.513222	0.225512	0.324383	0.274429	0.8357829999999999	0.696989	0.392965	0.319104	0.0	0.715129	0.5879749999999999	0.0	0.7231449999999999	0.229067	0.591328	0.817027	0.9779190000000001	0.699195	0.310344	1.37923	0.318517	0.0	0.935233	0.48429599999999995	0.17044	0.205864	0.296301	0.664718	1.13962	1.67029	0.0	0.0	0.609773	0.774525	0.877425	0.273368	0.419024	0.20252299999999998	0.609016	0.5373319999999999	0.911884	0.519912	0.45936699999999997	0.0	0.0	0.630916	0.130017	0.213972	0.503559	0.375	0.62505	0.431896	0.84841	0.24206300000000003	1.72006
IL10RA	1.80613	1.09645	2.15251	3.64898	1.49496	1.7962799999999999	1.35307	2.27068	1.9209999999999998	1.67157	1.39398	1.96482	1.91462	0.879743	3.57565	2.5478899999999998	0.0	0.813538	1.98524	2.46387	0.5446840000000001	1.9558399999999998	1.04879	1.2413699999999999	0.689615	0.955552	1.2277900000000002	1.8704699999999999	1.93719	3.06793	1.44105	2.3704	1.77258	3.41886	1.25272	2.5294700000000003	0.0	1.8293199999999998	1.54905	2.8829700000000003	3.8271500000000005	1.92751	2.53154	1.6240400000000002	1.53524	2.0669399999999998	2.00537	2.0671500000000003	1.79433	1.89854	1.76657	0.650087	1.06986	1.4687100000000002	1.3125	1.48449	1.63161	2.82803	1.33135	1.37605
IL17RE	1.2040799999999998	0.36548400000000003	0.80719	0.858583	1.12122	0.513222	0.6765369999999999	0.9731489999999999	0.823287	0.417891	0.0	0.78593	1.27642	0.586496	0.357565	1.37194	0.0	0.632752	1.3743999999999998	0.9855459999999999	1.3617100000000002	0.0	1.04879	1.2413699999999999	3.44808	0.637034	0.613896	0.7014250000000001	0.6457280000000001	0.511321	0.617592	0.8889020000000001	0.221573	1.13962	0.0	0.843156	0.0	0.762216	0.92943	1.75485	1.64021	0.838048	0.911354	1.35337	1.45847	1.27664	0.445639	0.9187339999999999	0.299056	0.949272	0.12618300000000002	0.52007	0.427944	1.17497	1.21875	0.859444	0.5278729999999999	0.565607	1.21031	1.37605
IL1R1	0.602042	0.18274200000000002	0.0	0.429292	0.18687	0.0	0.451024	0.648766	0.548858	0.8357829999999999	0.696989	0.78593	0.319104	0.293248	0.715129	0.979959	0.0	0.632752	0.381778	0.9855459999999999	0.817027	0.32597299999999996	0.0	1.2413699999999999	2.0688500000000003	0.318517	0.409264	0.233808	0.32286400000000004	0.511321	0.205864	0.296301	0.221573	0.284905	2.08787	0.0	0.0	0.15244300000000002	0.464715	1.12812	0.273368	1.00566	0.708831	0.5413479999999999	0.921141	0.547131	0.445639	0.229684	0.0	0.949272	0.630916	0.130017	0.427944	0.25177900000000003	0.562501	0.0781313	0.287931	0.84841	0.36309400000000003	1.37605
IL20RB	0.301021	2.01016	0.80719	1.5025199999999999	0.7474810000000001	2.05289	1.35307	1.62191	1.09772	0.8357829999999999	0.696989	1.17889	0.638208	0.293248	3.57565	1.56793	0.0	1.89826	0.992622	1.18266	0.5446840000000001	1.9558399999999998	0.349598	0.0	1.03442	0.318517	2.0463199999999997	2.33808	0.80716	1.7044	1.23518	1.1852	1.77258	1.70943	3.75816	1.4052600000000002	5.98572	0.914659	0.92943	1.75485	1.09347	1.34088	1.11388	1.75938	1.84228	1.39822	1.55974	3.21557	1.79433	2.21497	1.13565	1.5602099999999999	1.28383	0.881227	0.937501	1.0938400000000001	1.10374	0.659875	1.08928	1.03204
